,reviewID,cust_travel_type,travel_custer_no,custCountry,countryRegion,star_rating,comment,Concept_bed,Concept_easy,Concept_bad,Concept_small,Concept_place,Concept_easy to access,Concept_expensive,Concept_wifi,Concept_like,Concept_night,Concept_helpful,Concept_pool,Concept_problem,Concept_singapore,Concept_comfortable,Concept_old,Concept_friendly,Concept_pleasant,Concept_would recommend,Concept_satisfied,Concept_hotel,Concept_quiet,Concept_service,Concept_location,Concept_excellent,Concept_large,Concept_check in,Concept_good,Concept_convenient,Concept_clean,Concept_price,Concept_time,Concept_relaxing,Concept_restaurants,Concept_stay,Concept_breakfast,Concept_room,Concept_fast,Concept_food,Concept_staff,Concept_family,Concept_bath room,Concept_shopping,Concept_experience,Concept_free,Concept_mrt,Concept_better,Concept_roomy,Concept_nearby,Concept_swimming pool
23688,5797,Couples,1.0,New Zealand,Oceania,8.3,We had a great time there no real complaints from us we will visit again,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23706,1324,Business Travelers,2.0,Malaysia,South East Asia,7.7,I stayed there for business trip. Very convenient location as it is centrally located and i have access to taxi easily. Shopping malls nearby and restaurants easily accessible. Room was clean and reception service was efficient,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23715,1881,Families with Young Children,4.0,Brunei Darussalam,South East Asia,9.7,Royal plaza has never let me down all this years.. Staff is always reliable and friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23716,2000,Families with Young Children,4.0,Brunei Darussalam,South East Asia,9.7,Royal plaza has never let me down all this years.. Staff is always reliable and friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23733,2113,Families with Young Children,4.0,Brunei Darussalam,South East Asia,7.3,great stay at Royal Plaza on Scotts Hotel with great location to many shopping locations.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23751,3273,Business Travelers,2.0,Australia,Oceania,10.0,Excellent.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23760,4008,Couples,1.0,Singapore,South East Asia,8.0,"ok good, friendly staffs, nice hotel. Feel good to stay in this hotel. Thank you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23769,179,Business Travelers,2.0,Indonesia,South East Asia,8.0,"I  got myself a very good bargain for a club room, and it didn't fail me at all. Great lounge, great drinks, great staffs and great perks. Definitely will stay again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23796,1739,Groups,5.0,Singapore,South East Asia,9.7,"everything was perfect, except for the rude security guard's accusation, again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23805,3893,Solo travelers,6.0,Singapore,South East Asia,8.7,Refreshing. had a long tough week so headed there for a refreshing break,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23814,1469,Business Travelers,2.0,Indonesia,South East Asia,8.7,"Its new, contemporary and clean.connected to a mall with lots of food options. Behind it theres is a nice park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23823,877,Couples,1.0,Singapore,South East Asia,6.3,"Pleasant, centrally located with all public transport. SHopping and food is between walking distance, very convenient. all international brand could be found here. Acception, please bring mosquito repanlant. Dengue fever is on the peak in Orchard Road during this time of the year.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23832,3156,Families with Older Children,3.0,Singapore,South East Asia,10.0,Friendly staff and always willing to give a helping hand. Family hotel feeling.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23841,3157,Families with Older Children,3.0,Singapore,South East Asia,10.0,Feeling of home. Staff offer good choices for consideration and provided updated information about Singapore.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23850,2867,Families with Young Children,4.0,Malaysia,South East Asia,7.0,The hotel is clean. The location of the hotel is very closed to shopping area and food stalls. Ibis hotel provides free transport to Universal Studio Singapore.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23868,1395,Couples,1.0,Australia,Oceania,9.3,"It was my boyfriend's 30th birthday on the weekend that we stayed. I had written an email to the hotel requesting a cake to be brought in on the morning of his birthday. When we checked in the front desk staff had told us they have given us a free upgrade to the premier suite as we originally had a 2 night reservation for the deluxe suite. I was so surprised and it felt like winning the lottery. The room was amazing and they did bring the cake to us, with a signed card from the staff, and a candle. Concorde really topped off our 2 weeks holiday in asia. Thank you for the thought Concorde! The location was great as it was right on the bottom of Orchard Road, we pretty much walked from one end to the other. I can't comment on the deluxe room as we had the premier suite for the two nights, however, the lobby looked very clean and there were a Couples of restaurants on premise that looked nice as well. All in all, I highly recommend the Concorde hotel, for the service, location and cleanliness.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23886,1517,Families with Older Children,3.0,Canada,North America,7.7,"The staff was very helpful and friendly. The hotel offers a shuttle bus to the closest MRT station,but it is best to call ahead to reserve seats. Taking the bus + MRT is the best way our family traveled around the country. The room was not super spacious, but just the right size for our needs, and the design was very sleek and modern. The room was always clean, with a comfortable bed. The bathroom was nicely sized and the toiletries were well stocked. Overall we all enjoyed our stay. Having the Zhongshan mall connecting to the hotel was nice, and we enjoyed the pool and 24/7 gym that the hotel had to offer.",1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0
23895,1759,Couples,1.0,Indonesia,South East Asia,8.0,"We were in singapore for a short 2 nights stay, this is our second stay at Oasia, and we still are very pleased just as with our first stay back then. The design of the hotel is very nice, it also has great access to MRT by just using the hotel elevator. It's 2 stops to orchard road if you're in Singapore for shopping, and also a few stops to Marina Bay Sands without having to transfer. As you enter the lobby it has a very nice smell, the rooms are also very neat and nicely designed. The rooms are not large but just enough. This hotel is located between 3 big hospitals, so if you're in Singapore for medical reasons this is also a good hotel to stay in.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23904,1851,Couples,1.0,Singapore,South East Asia,7.7,"Great location, located above MRT and beside shopping malls. Nice swimming pool. Comfortable room, well equipped with amenities.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
23913,5235,Couples,1.0,Indonesia,South East Asia,9.3,"We have great time to rest after one day hospitalize at Raffles Hospital, our room was clean and comfortable, easy and fast excess internet where we need It the most when we are away from home and business. This was our second stay at Village, and definitly will return again for our next visit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23922,128,Families with Young Children,4.0,Indonesia,South East Asia,8.3,"As usual staying in MBS is very great fun and amazing experience. But little bit Couples trouble with the key can not access to my room several times, make make up and down for 5 times.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
23931,1940,Families with Young Children,4.0,Malaysia,South East Asia,8.7,"We had a great time staying at this hotel even though they are doing some renovation. It does not disturb our stay at all. At first I was afraid the noise would disturb our peaceful slumber there but thank god I asked for higher floor and it was very peaceful. I guess this is because the renovation was at the lower level of the hotel. The food are still good and tasty. The room service doesn't take very long. The staff are very helpful, attentive and friendly. We are sure to come back here next time.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23932,2059,Families with Young Children,4.0,Malaysia,South East Asia,8.7,"We had a great time staying at this hotel even though they are doing some renovation. It does not disturb our stay at all. At first I was afraid the noise would disturb our peaceful slumber there but thank god I asked for higher floor and it was very peaceful. I guess this is because the renovation was at the lower level of the hotel. The food are still good and tasty. The room service doesn't take very long. The staff are very helpful, attentive and friendly. We are sure to come back here next time.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23949,4033,Couples,1.0,Singapore,South East Asia,8.0,"It was good! Even though the receptionist made a mistake by assigning us to a double bed room, she was very friendly and rectify the problem immediately . All is good.",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23958,3212,Couples,1.0,Singapore,South East Asia,7.7,room was abit small and the tv was not place directly in front of the bed like any other hotels. It was place on the right side. Breakfast is simple & nice.,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23967,1795,Couples,1.0,Singapore,South East Asia,9.7,Process of checking in is very smooth. Hotel gave me a cake because it was my birthday. Kudos to them!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23976,31,Families with Older Children,3.0,Malaysia,South East Asia,7.0,"The hotel built with sky up ship shape swimming pool was indeed a must experience at least once in a life time. Having a tea break at sky park over seeing the Batam Island was again an ""a stone kills two birds"" kind of experience.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23985,4469,Business Travelers,2.0,Malaysia,South East Asia,10.0,"Clean room with good size. The room ceiling also reasonable height. The hotel service is good with friendly staff and very helpful in all types of enquiries. The restaurant offer very interestingly delicious food with nice ambience. Hotel location is good and strategically located, easily access to the shopping mall and City Center. This hotel is suitable for business and holiday purposes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
23994,5165,Families with Young Children,4.0,Malaysia,South East Asia,7.0,It has been a wonderful experience. The hotel was nearby the shopping areas and transportation was within reach. very great when comes to wanting to have different cultures of the food.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
24003,4699,Families with Young Children,4.0,Singapore,South East Asia,9.7,"Great experience! Good location, friendly staffs, rainshower bathroom.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
24012,56,Couples,1.0,Australia,Oceania,9.7,"Rooms were large and very well appointed..we did book 2 rooms for 4 people, and upon arrival asked if the sofa bed could be made up, this was not attended to at the time and we did have to ring and ask..consequently there was only 1 key to the room, 1 bottle of water and no pillows for the sofa..apart from that it was a marvelous stay..best buffet at RISE, we have ever had...simply spectacular...I sent photos of the chocolate fountain to all my friends...we loved the pool and took heaps of photos of us near the edge, just like everyone else..a truely enjoyable and memorable stay at this fabulous hotel.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24021,4630,Families with Young Children,4.0,Singapore,South East Asia,8.0,The staff were friendly and tried to help us in every way. The greatest feature is of course the swimming pool. It's a great fun for all families. The location is also great as it is near the RWS which has a lot of entertainment and food places. Will go back. The staff were friendly and tried to help us in every way. The greatest feature is of course the swimming pool. It's a great fun for all families. The location is also great as it is near the RWS which has a lot of entertainment and food places. Will go back.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
24030,842,Families with Young Children,4.0,Malaysia,South East Asia,7.7,"Overall, it's a good hotel with a good baggage safe keeping facility. Swimming pool need to be upgraded due no circulating water thus make the water dirty and smelly. Fast check in and check out during peak hours is a good point to note at this hotel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24039,3977,Families with Young Children,4.0,Indonesia,South East Asia,8.7,Staying 3 days in Parc Sovereign is a great experience for our family vacation. the hotel is near Little India MRT or Bugis MRT (same line with cahngi airport MRT -- it's in green line!) swimming pool is quiet large and clean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
24048,1826,Families with Young Children,4.0,Singapore,South East Asia,7.7,"Great. There is no complaint on the hotel, services etc. However, if the price can be slightly lower and more affordable. That will attract even more customers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24057,2139,Couples,1.0,Singapore,South East Asia,9.0,"This is our third time at this hotel and we are always happy with the service and standard. If you are able to, it's worth upgrading to the Royal Club Premiere. Not only is breakfast inclusive, you also get complimentary tea-time and cocktail (which is good/filling enough to replace dinner). We return to this hotel each time because of it's fully Halal Restaurant - which means we can eat in peace and not worry about consuming the wrong food. Additionally the staff are wonderful - when we wanted to extend our stay, they helped, when our safe was accidentally locked, they responded in less than 5 minutes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24066,4501,Couples,1.0,Indonesia,South East Asia,8.0,Overall it was a good hotel. Very close to Universal Studios. Hotel room was clean and nice staff.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24075,343,Business Travelers,2.0,Singapore,South East Asia,7.7,"good but staff or hotel system needs to improve. in the middle of shopping area, food nearby and easy excess to transport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
24084,2727,Couples,1.0,Singapore,South East Asia,7.0,"Room is spacious and comfy, gym is really well equipped, close to malls",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24093,3393,Couples,1.0,Australia,Oceania,8.7,"As this is my 2nd time here, I am very happy with this hotel. That's why I am back, Being in Little India, it is close to all the other suburbs that I am interest in, from Orchard road through to Marina Bay, China Town, Bugis, Harbour Front etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24102,3648,Couples,1.0,Singapore,South East Asia,8.7,"Had a great time resting in the hotel. Had fun with all the attractions that come with the package. Hotel room is big and quiet, allow us to have a good time in the room itself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24111,3410,Couples,1.0,Singapore,South East Asia,10.0,Awesome!It was a great stay in a centrally located hotel.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24120,642,Families with Young Children,4.0,Singapore,South East Asia,7.7,The room was spacious but don't like the toilet as the door cannot be locked.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24129,714,Couples,1.0,Singapore,South East Asia,8.0,"Long waiting time before I could check-in and room wasn't ready when I wanted to check-in. Although friendly staff offered to upgrade my room to deluxe with pool view, I have to wait for another hour before I could check in. It has been a wonderful stay at hard rock hotel!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24138,5196,Couples,1.0,Malaysia,South East Asia,9.3,"comfortable, silent and relax. The hotel also have many facilities and near with the restaurant also shopping mall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24147,3412,Business Travelers,2.0,Malaysia,South East Asia,8.0,"Good location, big room, v centralise. Near to party location. Near to anywhere",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24165,5620,Couples,1.0,Singapore,South East Asia,9.7,Awesome stay in town probably the best u can find with such great comfort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24174,5334,Business Travelers,2.0,Thailand,South East Asia,8.7,"Very wonderful and comfortable to stay, near MRT station and have the breakfast. Wifi is very fast.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24183,3224,Couples,1.0,Indonesia,South East Asia,10.0,The hotel was great. Very large rooms compared to its competitors and also still located close to Orchard Road. So easy public transport access and to food and shopping.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
24192,1405,Solo travelers,6.0,Malaysia,South East Asia,7.0,good and enjoyable. Value for money. Good location to major tourist attractions. Very easy assessed to MRT which is a plus traveling in Singapore.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24201,3594,Couples,1.0,Singapore,South East Asia,9.0,"Had a wonderful, albeit short stay at Hotel Equarius. Luxurious, high ceiling room with a large bathroom. Only thing that seemed to be missing are some wall hooks in the bathroom! Otherwise, a comfortable stay. Did not get to visit the gym which was closed during our stay.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24210,1293,Business Travelers,2.0,Hong Kong,East Asia,8.7,"It was good. Friendly staffs. I got free upgraded, good lounge. Breakfast was ok but not much for Muslims. Business centre was very useful. Great location for my purpose.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24219,93,Families with Young Children,4.0,Indonesia,South East Asia,9.0,Our stay at Marina Bay Sands was very good... Fast Check in and check out with a friendly staff. Shopping mall under the mall and there are variety of restaurant also food court in the shoppes ( Mall ).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24228,383,Families with Young Children,4.0,Indonesia,South East Asia,8.3,"It was a good stay, centraly located in orchard road which we can sightseing, shopping, eating and many more. Good hotel with swimming pool, so cozy with internet free.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
24246,1401,Families with Older Children,3.0,Malaysia,South East Asia,8.0,Excellent and the hotel was providing the request of providing a room that was equipped for the handicap which was very nice for my mother. The restaurant we took our buffer dinner was very nice.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24255,858,Solo travelers,6.0,Malaysia,South East Asia,8.0,"It was a great stay and the room is big, clean and upgraded. A pleasant trip and happy to recommend my friends.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24264,152,Families with Young Children,4.0,New Zealand,Oceania,8.3,Generally a good hotel. We found it an all round pleasent hotel to stay at. Would stay again!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24273,1381,Solo travelers,6.0,Philippines,South East Asia,8.0,I love this hotel because of its location. Centrally located and internet access for free. The staffs are friendly and very accommodating. The food is also good.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
24282,156,Families with Older Children,3.0,Singapore,South East Asia,8.0,"this hotel is a buzz-worthy property. it is one of the tourist attraction of this country. staying in this hotel you do not have to go too far, the accessibility and the amenities that it offers is plenty.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24291,82,Groups,5.0,United States of America,North America,9.3,"had a great stay in this hotel... Comfort, great view, friendly staff. The eternity pool is amazing,It's centrally located.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24318,724,Families with Young Children,4.0,Malaysia,South East Asia,7.7,"My stay was a good experience. Hard Rock is a well known hotel as of course i have a high expectation throughout the trip. The staffs are friendly and nice. once i get into my room, i was greeted by a beautiful interior..with purple walls and entertainers pictures. not to forget the open-concept bathroom. But there are no bath tub..Amazing pools and my kids aged 11 months and 2 years old really enjoy playing the water game. However the breakfast is a disappointment. Not much choice.My kids also dont like the pancakes..its not fluffy as it should be.Hard Rock need to improve in the breakfast menu..Overall my stay in Hard Rock Spore is good and i would recommend it to my friends.",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
24327,2608,Families with Young Children,4.0,Malaysia,South East Asia,9.3,It was a family vacation and the room was comfortable and value for money for the price we paid. Walking distance to MRT and Raffles city. Ample parking space and parking was complimentary. The hotel staff was friendly and efficient. I would recommend this hotel if you are travelling with young children.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
24336,4908,Families with Older Children,3.0,Indonesia,South East Asia,8.0,our stay were great. nice room and location. the hotel also close to shopping area (orchard road).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24345,4096,Families with Young Children,4.0,Singapore,South East Asia,10.0,"pleasant.. the hotel is at good location with much to offer within and surrounding the hotel, from fine dining to local eateries.. good shopping location too..",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24354,4094,Families with Young Children,4.0,Singapore,South East Asia,8.7,"luv it.. perfect location, plenty of dining choices within and surrounding the hotel.. shopping available nearby.. near tanjong pagar mrt.. and direct bus from right in front of the hotel to many places such as maxwell market and vivocity/sentosa",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
24390,1614,Couples,1.0,Denmark,Europe,8.3,"In short, our 24 hours stay was great but unfortunately the food did not meet our expectations - whether the cantonese restaurant or the breakfast... My main criteria for such hotel is the juice at the breakfast: it has to be freshly skeezed, which was not the case... Both dinner and breakfast were OK but OK is not sufficient for a five-star hotel... So don't go to the Capella with ""gastronomy"" expectations.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
